Date,City,AQI,PM2_5,PM10,CO,NO2,SO2
2025-07-22,New Delhi,210,100.3,149.4,1.74,59.2,12.9
2025-07-23,New Delhi,216,98.9,157.9,1.71,57.6,12.8
2025-07-24,New Delhi,206,94.5,156.5,1.56,56.6,12.0
2025-07-25,New Delhi,205,89.7,153.8,1.71,55.5,11.7
2025-07-26,New Delhi,217,98.7,168.9,1.73,57.9,12.4
2025-07-27,New Delhi,209,97.0,165.8,1.61,58.8,12.0
2025-07-28,New Delhi,207,90.2,153.6,1.61,62.9,12.2
2025-07-29,New Delhi,114,49.3,96.7,0.93,33.6,6.5
2025-07-30,New Delhi,216,98.2,160.1,1.67,60.0,12.8
2025-07-31,New Delhi,197,88.0,138.1,1.61,57.7,11.0
2025-08-01,New Delhi,221,103.6,162.6,1.71,64.0,12.6
2025-08-02,New Delhi,207,89.2,155.3,1.73,58.7,12.9
2025-08-03,New Delhi,150,67.8,106.4,1.2,40.5,8.9
2025-08-04,New Delhi,207,92.2,165.8,1.74,60.8,13.3
2025-08-05,New Delhi,162,72.8,120.9,1.31,44.9,9.2
2025-08-06,New Delhi,215,92.1,161.9,1.67,60.0,13.0
2025-08-07,New Delhi,211,90.0,152.3,1.71,58.0,12.9
2025-08-08,New Delhi,213,95.3,161.5,1.67,60.4,12.6
2025-08-09,New Delhi,201,87.0,149.0,1.59,53.6,12.4
2025-08-10,New Delhi,213,88.7,163.2,1.67,59.4,13.1
2025-08-11,New Delhi,209,92.9,169.1,1.56,55.9,12.0
2025-08-12,New Delhi,222,98.0,167.7,1.75,63.4,13.3
2025-08-13,New Delhi,212,99.3,161.2,1.66,60.0,13.9
2025-08-14,New Delhi,213,96.3,152.9,1.74,61.4,12.9
2025-08-15,New Delhi,214,104.8,164.8,1.77,60.1,12.8
2025-08-16,New Delhi,200,89.6,149.7,1.62,55.0,12.1
2025-08-17,New Delhi,212,98.3,155.9,1.6,58.7,12.9
2025-08-18,New Delhi,220,96.9,167.7,1.82,63.1,12.8
2025-08-19,New Delhi,194,88.6,153.6,1.55,54.0,11.0
2025-08-20,New Delhi,158,69.0,118.6,1.19,43.6,9.0
2025-08-21,New Delhi,218,95.5,160.6,1.76,60.1,14.3
2025-08-22,New Delhi,204,91.9,154.8,1.51,59.6,12.5
2025-08-23,New Delhi,162,74.6,124.9,1.28,46.1,10.2
2025-08-24,New Delhi,174,77.5,132.0,1.46,50.3,9.9
2025-08-25,New Delhi,181,82.8,141.6,1.45,49.9,10.2
2025-08-26,New Delhi,141,67.1,106.7,1.12,42.1,9.0
2025-08-27,New Delhi,193,90.5,136.5,1.57,54.7,12.2
2025-08-28,New Delhi,201,89.7,149.9,1.74,56.4,12.4
2025-08-29,New Delhi,150,65.0,115.1,1.12,43.1,8.6
2025-08-30,New Delhi,201,88.3,158.4,1.62,54.5,12.4
2025-08-31,New Delhi,183,81.2,142.0,1.51,52.9,10.6
2025-09-01,New Delhi,194,82.2,142.2,1.53,53.7,11.6
2025-09-02,New Delhi,212,94.4,158.8,1.61,63.8,12.1
2025-09-03,New Delhi,198,91.2,149.7,1.67,56.9,11.8
2025-09-04,New Delhi,208,97.1,152.7,1.71,57.8,12.4
2025-09-05,New Delhi,202,89.8,149.3,1.67,53.5,11.6
2025-09-06,New Delhi,211,94.7,163.2,1.71,56.4,12.7
2025-09-07,New Delhi,147,66.9,107.9,1.16,40.0,8.2
2025-09-08,New Delhi,183,83.5,132.9,1.49,50.0,10.3
2025-09-09,New Delhi,197,94.9,147.3,1.61,55.5,11.1
2025-09-10,New Delhi,216,96.5,155.4,1.7,60.1,13.3
2025-09-11,New Delhi,183,90.2,132.6,1.49,47.3,10.9
2025-09-12,New Delhi,166,71.3,132.0,1.35,45.8,10.2
2025-09-13,New Delhi,194,91.1,150.6,1.57,55.5,10.9
2025-09-14,New Delhi,158,70.8,123.6,1.3,46.3,9.0
2025-09-15,New Delhi,202,97.6,143.9,1.56,56.6,12.1
2025-09-16,New Delhi,137,63.5,107.3,1.1,37.8,8.2
2025-09-17,New Delhi,192,81.3,145.5,1.57,53.5,10.4
2025-09-18,New Delhi,175,81.5,124.1,1.43,48.1,10.5
2025-09-19,New Delhi,119,50.1,96.4,0.99,34.6,7.6
2025-09-20,New Delhi,212,98.2,155.7,1.76,61.9,12.9
2025-09-21,New Delhi,180,77.3,136.1,1.52,48.1,11.3
2025-09-22,New Delhi,170,75.3,121.6,1.32,48.9,10.6
2025-09-23,New Delhi,199,88.0,143.7,1.6,55.0,12.0
2025-09-24,New Delhi,194,86.4,146.3,1.57,56.8,11.5
2025-09-25,New Delhi,166,80.1,127.4,1.39,45.2,9.6
2025-09-26,New Delhi,194,87.1,150.9,1.52,54.1,12.2
2025-09-27,New Delhi,145,65.2,109.9,1.1,38.3,7.9
2025-09-28,New Delhi,144,67.6,111.8,1.21,43.2,8.7
2025-09-29,New Delhi,172,81.8,125.5,1.32,47.5,10.1
2025-09-30,New Delhi,194,84.7,147.3,1.52,56.8,11.0
2025-10-01,New Delhi,191,84.9,144.4,1.57,54.0,11.4
2025-10-02,New Delhi,205,94.8,155.1,1.66,58.7,11.5
2025-10-03,New Delhi,191,87.1,141.8,1.51,54.2,11.7
2025-10-04,New Delhi,186,81.3,132.4,1.53,50.6,10.8
2025-10-05,New Delhi,194,90.8,146.6,1.57,55.7,11.6
2025-10-06,New Delhi,203,87.8,146.8,1.57,57.7,12.4
2025-10-07,New Delhi,190,84.8,148.8,1.49,53.8,11.1
2025-10-08,New Delhi,200,91.9,143.0,1.59,51.8,12.5
2025-10-09,New Delhi,211,88.4,151.1,1.7,59.0,12.5
2025-10-10,New Delhi,189,86.0,146.2,1.65,55.5,10.7
2025-10-11,New Delhi,199,91.3,145.8,1.63,57.1,12.6
2025-10-12,New Delhi,201,91.3,147.6,1.54,56.7,11.9
2025-10-13,New Delhi,196,91.6,153.8,1.51,54.5,11.5
2025-10-14,New Delhi,201,83.7,143.4,1.6,57.9,12.1
2025-10-15,New Delhi,195,88.3,152.6,1.63,53.1,12.1
2025-10-16,New Delhi,190,93.0,138.5,1.51,51.1,10.9
2025-10-17,New Delhi,190,86.1,145.2,1.55,52.7,11.3
2025-10-18,New Delhi,183,80.2,137.0,1.47,52.7,11.3
2025-10-19,New Delhi,199,86.6,148.1,1.55,58.3,11.7
2025-10-20,New Delhi,203,95.7,154.3,1.64,56.9,12.0
2025-10-21,New Delhi,179,80.1,143.4,1.38,50.5,11.1
2025-10-22,New Delhi,155,71.0,108.7,1.31,45.7,9.3
2025-10-23,New Delhi,161,74.8,115.0,1.24,45.0,10.4
2025-10-24,New Delhi,202,89.0,143.1,1.62,57.1,12.1
2025-10-25,New Delhi,172,77.0,117.6,1.36,49.1,10.5
2025-10-26,New Delhi,185,82.2,128.8,1.48,51.1,11.2
2025-10-27,New Delhi,197,92.4,143.0,1.51,54.0,11.5
2025-10-28,New Delhi,123,59.7,93.0,1.08,34.4,6.8
2025-10-29,New Delhi,181,84.5,130.1,1.48,50.0,10.4
2025-10-30,New Delhi,168,73.8,121.9,1.34,46.0,11.2
2025-10-31,New Delhi,175,77.0,128.9,1.3,49.3,10.1
2025-11-01,New Delhi,165,68.4,123.6,1.4,46.3,9.5
2025-11-02,New Delhi,184,82.6,149.0,1.46,49.1,11.1
2025-11-03,New Delhi,166,76.4,128.3,1.43,45.3,9.6
2025-11-04,New Delhi,179,82.5,129.8,1.48,49.1,11.6
2025-11-05,New Delhi,109,52.1,86.3,0.9,28.3,6.8
2025-11-06,New Delhi,166,69.2,132.3,1.31,49.4,9.9
2025-11-07,New Delhi,109,46.5,82.8,0.88,29.9,6.1
2025-11-08,New Delhi,101,42.9,79.3,0.74,25.9,5.3
2025-11-09,New Delhi,117,50.0,93.9,0.97,33.2,7.2
2025-11-10,New Delhi,149,64.8,115.3,1.24,43.1,8.7
2025-11-11,New Delhi,159,68.8,123.1,1.17,40.1,8.5
2025-11-12,New Delhi,144,68.9,111.9,1.09,40.1,9.4
2025-11-13,New Delhi,163,79.7,121.7,1.27,43.5,9.8
2025-11-14,New Delhi,172,77.7,127.2,1.44,49.2,10.3
2025-11-15,New Delhi,157,69.9,120.1,1.22,41.5,9.2
2025-11-16,New Delhi,170,80.6,121.7,1.37,47.0,10.1
2025-11-17,New Delhi,177,79.9,128.2,1.46,51.2,10.1
2025-11-18,New Delhi,155,71.0,116.1,1.22,45.5,9.0
2025-11-19,New Delhi,146,69.2,107.8,1.08,40.1,8.9
2025-11-20,New Delhi,164,72.2,131.6,1.25,46.2,9.7
2025-11-21,New Delhi,167,70.7,127.4,1.32,49.8,9.6
2025-11-22,New Delhi,165,71.7,124.7,1.3,45.4,8.9
2025-11-23,New Delhi,160,68.8,114.4,1.2,42.7,9.9
2025-11-24,New Delhi,167,77.1,120.1,1.35,45.5,10.5
2025-11-25,New Delhi,168,73.6,131.2,1.37,44.3,9.2
2025-11-26,New Delhi,154,74.2,110.4,1.33,41.0,8.7
2025-11-27,New Delhi,171,79.7,131.0,1.4,46.3,10.7
2025-11-28,New Delhi,110,48.4,83.0,0.93,31.6,5.5
2025-11-29,New Delhi,178,82.5,131.6,1.43,50.1,9.7
2025-11-30,New Delhi,155,68.7,115.5,1.21,44.7,8.9
2025-12-01,New Delhi,168,77.4,132.8,1.43,50.5,9.5
2025-12-02,New Delhi,164,71.6,139.4,1.34,48.8,10.1
2025-12-03,New Delhi,145,62.9,105.3,1.14,41.3,9.0
2025-12-04,New Delhi,141,62.7,103.3,1.2,40.7,8.4
2025-12-05,New Delhi,155,64.7,119.6,1.22,41.8,10.0
2025-12-06,New Delhi,153,66.9,111.7,1.24,43.4,9.2
2025-12-07,New Delhi,160,68.8,116.3,1.27,44.7,9.5
2025-12-08,New Delhi,165,79.9,128.0,1.38,47.1,9.9
2025-12-09,New Delhi,163,74.0,126.3,1.26,47.1,9.9
2025-12-10,New Delhi,152,68.7,107.5,1.19,42.2,8.4
2025-12-11,New Delhi,161,72.7,124.5,1.27,45.6,9.6
2025-12-12,New Delhi,159,66.5,118.7,1.31,42.7,9.4
2025-12-13,New Delhi,160,75.3,120.2,1.29,44.8,9.4
2025-12-14,New Delhi,155,68.9,118.2,1.25,46.4,9.8
2025-12-15,New Delhi,173,71.8,137.6,1.4,49.3,10.8
2025-12-16,New Delhi,151,64.7,120.5,1.17,40.3,8.9
2025-12-17,New Delhi,154,69.3,115.0,1.3,44.0,8.8
2025-12-18,New Delhi,154,68.1,113.6,1.21,40.9,9.4
2025-12-19,New Delhi,156,67.3,119.4,1.29,43.2,10.3
2025-12-20,New Delhi,180,82.5,132.7,1.45,48.0,10.4
2025-12-21,New Delhi,141,61.6,99.6,1.16,38.0,8.6
2025-12-22,New Delhi,165,77.8,122.0,1.34,46.9,10.5
2025-12-23,New Delhi,172,81.3,120.7,1.34,50.2,10.6
2025-12-24,New Delhi,157,69.2,121.7,1.16,45.5,9.5
2025-12-25,New Delhi,156,71.7,115.1,1.25,43.6,9.7
2025-12-26,New Delhi,163,67.6,115.3,1.25,46.6,10.1
2025-12-27,New Delhi,172,74.4,135.5,1.28,48.2,10.4
2025-12-28,New Delhi,157,69.7,118.3,1.19,45.7,9.5
2025-12-29,New Delhi,164,73.0,121.4,1.34,49.1,9.1
2025-12-30,New Delhi,155,70.5,114.6,1.25,43.4,9.6
2025-12-31,New Delhi,160,68.4,116.1,1.27,42.3,9.6
2026-01-01,New Delhi,158,70.0,119.5,1.18,42.3,8.9
2026-01-02,New Delhi,171,83.9,123.8,1.36,46.5,10.4
2026-01-03,New Delhi,155,70.6,119.6,1.18,43.9,8.4
2026-01-04,New Delhi,156,69.2,115.9,1.23,42.7,9.2
2026-01-05,New Delhi,159,72.3,119.8,1.24,46.7,10.3
2026-01-06,New Delhi,152,68.9,111.7,1.26,42.5,9.1
2026-01-07,New Delhi,159,70.7,127.6,1.3,46.4,9.4
2026-01-08,New Delhi,52,25.8,42.6,0.35,14.8,3.4
2026-01-09,New Delhi,163,74.5,121.8,1.19,43.0,10.3
2026-01-10,New Delhi,156,70.8,117.0,1.21,42.7,9.5
2026-01-11,New Delhi,163,79.9,119.9,1.39,43.9,10.0
2026-01-12,New Delhi,164,73.4,123.0,1.28,47.7,9.4
2026-01-13,New Delhi,165,76.5,130.7,1.37,47.3,9.6
2026-01-14,New Delhi,157,67.2,111.6,1.26,42.5,10.0
2026-01-15,New Delhi,158,71.4,117.2,1.19,46.4,9.8
2026-01-16,New Delhi,167,76.9,121.5,1.3,47.7,10.8
2026-01-17,New Delhi,170,79.4,124.9,1.41,46.8,10.3
2026-01-18,New Delhi,162,75.6,126.0,1.22,48.0,10.9
2026-01-19,New Delhi,151,67.6,119.4,1.21,42.3,10.0
2026-01-20,New Delhi,149,64.7,113.8,1.11,41.0,8.7
2026-01-21,New Delhi,171,79.0,119.8,1.33,46.5,10.2
2026-01-22,New Delhi,153,70.2,111.3,1.25,42.8,8.7
2026-01-23,New Delhi,176,83.5,133.5,1.4,47.2,11.1
2026-01-24,New Delhi,170,74.1,124.1,1.38,45.2,9.9
2026-01-25,New Delhi,159,68.5,115.6,1.32,41.0,9.8
2026-01-26,New Delhi,166,77.6,125.8,1.31,44.8,10.5
2026-01-27,New Delhi,162,71.4,126.0,1.27,45.4,9.4
2026-01-28,New Delhi,164,70.8,121.5,1.28,46.4,10.0
2026-01-29,New Delhi,160,73.2,112.6,1.39,43.8,10.1
2026-01-30,New Delhi,139,63.3,98.4,1.15,39.0,8.6
2026-01-31,New Delhi,153,69.2,110.3,1.22,42.0,8.8
2026-02-01,New Delhi,166,75.8,125.8,1.32,47.3,10.1
2026-02-02,New Delhi,160,72.5,125.9,1.22,44.2,9.8
2026-02-03,New Delhi,152,72.5,115.3,1.26,44.8,9.3
2026-02-04,New Delhi,150,67.9,113.6,1.15,38.4,9.2
2026-02-05,New Delhi,148,72.8,112.3,1.25,41.5,9.3
2026-02-06,New Delhi,168,78.6,115.8,1.39,48.4,10.0
2026-02-07,New Delhi,163,72.5,123.7,1.36,44.6,8.9
2026-02-08,New Delhi,181,83.5,133.8,1.51,52.5,11.1
2026-02-09,New Delhi,160,74.0,125.4,1.19,45.2,9.7
2026-02-10,New Delhi,163,73.5,128.2,1.29,45.6,9.9
2026-02-11,New Delhi,155,65.6,117.3,1.25,42.7,9.2
2026-02-12,New Delhi,138,65.7,108.0,1.04,37.3,9.0
2026-02-13,New Delhi,154,70.7,113.0,1.25,43.2,9.1
2026-02-14,New Delhi,165,72.8,114.8,1.27,44.1,9.1
2026-02-15,New Delhi,170,76.0,129.3,1.39,49.1,10.4
2026-02-16,New Delhi,155,71.5,117.4,1.35,43.4,9.5
2026-02-17,New Delhi,161,72.6,120.7,1.27,45.4,10.0
2026-02-18,New Delhi,156,72.7,120.6,1.2,41.8,9.6
2026-02-19,New Delhi,160,68.9,128.6,1.23,41.8,9.2
2026-02-20,New Delhi,165,74.5,133.2,1.28,46.7,10.5
2026-02-21,New Delhi,165,76.4,114.6,1.41,48.2,9.6
2026-02-22,New Delhi,171,80.9,121.8,1.34,50.6,10.3
2026-02-23,New Delhi,171,77.2,132.7,1.39,48.1,9.2
2026-02-24,New Delhi,157,72.8,111.6,1.2,45.0,9.5
2026-02-25,New Delhi,146,63.2,111.1,1.2,39.7,8.7
2026-02-26,New Delhi,152,72.4,114.9,1.18,40.2,8.5
2026-02-27,New Delhi,160,71.5,118.0,1.27,43.5,9.5
2026-02-28,New Delhi,163,73.4,115.9,1.35,44.5,9.5
2026-03-01,New Delhi,159,68.4,120.6,1.32,43.1,8.6
2026-03-02,New Delhi,154,68.0,109.3,1.2,42.0,9.2
2026-03-03,New Delhi,151,69.7,121.6,1.28,41.1,9.4
2026-03-04,New Delhi,164,73.7,123.9,1.35,47.7,9.4
2026-03-05,New Delhi,179,85.5,138.7,1.51,45.0,11.0
2026-03-06,New Delhi,190,88.6,136.9,1.49,55.0,10.9
2026-03-07,New Delhi,164,73.7,122.0,1.34,43.7,9.4
2026-03-08,New Delhi,156,66.6,123.2,1.21,45.3,8.9
2026-03-09,New Delhi,165,69.4,130.8,1.38,45.1,9.5
2026-03-10,New Delhi,169,71.5,126.9,1.31,46.8,9.8
2026-03-11,New Delhi,178,85.2,137.4,1.35,48.1,11.1
2026-03-12,New Delhi,175,74.6,134.7,1.41,45.1,10.3
2026-03-13,New Delhi,137,61.8,96.1,1.06,37.1,8.0
2026-03-14,New Delhi,155,69.4,117.8,1.33,45.1,10.0
2026-03-15,New Delhi,155,66.7,120.3,1.24,44.9,8.9
2026-03-16,New Delhi,163,72.8,119.9,1.29,46.6,10.2
2026-03-17,New Delhi,149,68.1,113.5,1.23,43.7,9.8
2026-03-18,New Delhi,163,77.7,122.8,1.25,44.3,10.0
2026-03-19,New Delhi,170,73.5,123.7,1.33,45.9,9.3
2026-03-20,New Delhi,139,61.4,105.5,1.14,36.2,7.7
2026-03-21,New Delhi,165,74.3,128.8,1.36,45.5,10.1
2026-03-22,New Delhi,156,70.4,116.7,1.32,44.7,9.0
2026-03-23,New Delhi,139,61.6,96.4,1.1,38.6,8.6
2026-03-24,New Delhi,165,74.5,115.6,1.26,45.0,10.2
2026-03-25,New Delhi,175,78.0,143.0,1.48,51.5,10.9
2026-03-26,New Delhi,169,77.2,117.7,1.3,46.9,10.2
2026-03-27,New Delhi,186,84.5,129.0,1.51,52.2,11.1
2026-03-28,New Delhi,169,72.9,125.6,1.37,45.6,9.1
2026-03-29,New Delhi,182,81.7,135.3,1.46,49.6,10.3
2026-03-30,New Delhi,133,59.4,102.9,1.03,33.2,6.7
2026-03-31,New Delhi,154,69.7,114.3,1.2,39.9,8.3
2026-04-01,New Delhi,168,74.9,124.2,1.27,45.1,10.1
2026-04-02,New Delhi,188,84.1,147.9,1.48,55.2,11.4
2026-04-03,New Delhi,169,78.8,123.6,1.34,44.9,10.6
2026-04-04,New Delhi,199,92.8,150.3,1.65,54.2,12.4
2026-04-05,New Delhi,115,51.8,89.9,1.04,33.8,7.4
2026-04-06,New Delhi,171,77.4,127.8,1.44,47.6,10.9
2026-04-07,New Delhi,179,84.7,129.9,1.47,48.4,11.0
2026-04-08,New Delhi,185,86.4,143.0,1.45,53.0,11.6
2026-04-09,New Delhi,187,81.0,134.9,1.44,50.2,11.7
2026-04-10,New Delhi,202,85.8,148.9,1.56,58.3,11.9
2026-04-11,New Delhi,181,82.0,138.8,1.4,50.2,10.4
2026-04-12,New Delhi,197,87.4,144.1,1.57,54.7,12.2
2026-04-13,New Delhi,185,86.9,136.8,1.5,54.8,11.9
2026-04-14,New Delhi,192,88.2,146.1,1.58,56.2,11.0
2026-04-15,New Delhi,189,87.8,142.5,1.4,49.6,11.7
2026-04-16,New Delhi,191,81.9,148.7,1.52,51.4,11.2
2026-04-17,New Delhi,192,84.6,134.7,1.53,54.9,10.8
2026-04-18,New Delhi,201,88.0,154.1,1.49,57.7,11.2
2026-04-19,New Delhi,193,84.7,142.9,1.47,57.4,10.9
2026-04-20,New Delhi,182,87.3,138.1,1.39,50.7,10.8
2026-04-21,New Delhi,187,81.9,140.1,1.56,52.0,11.2
2026-04-22,New Delhi,192,89.7,148.5,1.58,54.0,10.7
2026-04-23,New Delhi,213,96.0,158.2,1.73,60.1,12.2
2026-04-24,New Delhi,194,81.6,145.9,1.62,50.7,11.7
2026-04-25,New Delhi,204,94.2,149.3,1.58,55.9,12.8
2026-04-26,New Delhi,195,84.1,144.0,1.51,54.5,12.4
2026-04-27,New Delhi,163,72.9,122.2,1.29,42.5,9.5
2026-04-28,New Delhi,195,89.7,148.3,1.48,53.8,11.4
2026-04-29,New Delhi,189,85.9,136.4,1.47,52.2,11.5
2026-04-30,New Delhi,193,87.5,143.7,1.54,53.8,10.7
2026-05-01,New Delhi,207,91.4,147.0,1.78,58.6,12.4
2026-05-02,New Delhi,205,94.4,147.9,1.62,55.5,12.7
2026-05-03,New Delhi,191,89.3,142.8,1.57,54.3,12.0
2026-05-04,New Delhi,197,91.4,138.4,1.58,54.1,11.1
2026-05-05,New Delhi,189,83.1,140.8,1.49,53.1,10.9
2026-05-06,New Delhi,199,88.7,150.2,1.63,57.4,12.1
2026-05-07,New Delhi,208,94.5,154.4,1.71,56.4,11.5
2026-05-08,New Delhi,155,74.0,114.8,1.25,42.9,9.6
2026-05-09,New Delhi,200,89.8,153.1,1.58,56.7,11.9
2026-05-10,New Delhi,211,92.5,157.2,1.66,61.3,11.8
2026-05-11,New Delhi,207,87.9,157.9,1.61,59.1,12.4
2026-05-12,New Delhi,190,89.6,146.4,1.55,51.9,11.8
2026-05-13,New Delhi,186,77.0,131.7,1.44,50.6,10.9
2026-05-14,New Delhi,192,84.5,133.4,1.55,53.2,11.2
2026-05-15,New Delhi,206,92.0,154.8,1.69,54.7,12.3
2026-05-16,New Delhi,174,78.0,124.0,1.37,49.1,9.4
2026-05-17,New Delhi,203,97.3,154.7,1.7,58.6,12.4
2026-05-18,New Delhi,199,90.7,156.5,1.63,56.1,11.9
2026-05-19,New Delhi,192,84.8,146.5,1.5,53.1,11.0
2026-05-20,New Delhi,207,91.1,163.7,1.61,58.7,11.9
2026-05-21,New Delhi,206,93.6,145.2,1.58,55.8,11.7
2026-05-22,New Delhi,186,84.4,134.2,1.49,51.2,11.1
2026-05-23,New Delhi,202,92.4,159.7,1.65,59.3,11.4
2026-05-24,New Delhi,201,92.1,158.3,1.64,54.2,11.8
2026-05-25,New Delhi,221,99.0,161.8,1.75,61.9,12.7
2026-05-26,New Delhi,231,102.6,172.9,1.9,64.4,14.4
2026-05-27,New Delhi,200,91.3,154.2,1.56,55.6,11.9
2026-05-28,New Delhi,198,90.5,143.9,1.58,58.6,12.4
2026-05-29,New Delhi,212,94.8,169.6,1.75,59.4,12.8
2026-05-30,New Delhi,198,90.3,151.5,1.62,55.1,11.1
2026-05-31,New Delhi,172,79.5,124.1,1.37,50.8,9.7
2026-06-01,New Delhi,121,58.9,91.5,0.94,33.9,7.7
2026-06-02,New Delhi,162,74.7,122.7,1.31,46.7,9.6
2026-06-03,New Delhi,197,90.1,147.1,1.55,56.2,12.5
2026-06-04,New Delhi,211,95.0,152.3,1.68,59.5,12.6
2026-06-05,New Delhi,208,95.8,156.3,1.79,58.7,11.1
2026-06-06,New Delhi,191,87.5,140.0,1.5,51.0,11.2
2026-06-07,New Delhi,209,95.2,151.7,1.71,56.1,12.8
2026-06-08,New Delhi,211,92.1,153.0,1.71,58.0,12.6
2026-06-09,New Delhi,218,99.5,158.9,1.74,59.2,13.5
2026-06-10,New Delhi,194,84.8,145.3,1.6,54.4,11.9
2026-06-11,New Delhi,206,89.5,155.1,1.7,58.3,13.2
2026-06-12,New Delhi,26,12.8,16.3,0.16,9.9,1.4
2026-06-13,New Delhi,203,92.4,141.5,1.69,60.6,12.6
2026-06-14,New Delhi,195,87.1,140.9,1.62,56.4,11.9
2026-06-15,New Delhi,208,94.5,153.4,1.79,57.7,12.3
2026-06-16,New Delhi,226,101.6,169.4,1.88,64.6,13.9
2026-06-17,New Delhi,205,93.5,148.7,1.62,57.8,12.3
2026-06-18,New Delhi,65,31.6,53.0,0.45,22.9,3.9
2026-06-19,New Delhi,222,92.4,165.2,1.7,60.4,13.3
2026-06-20,New Delhi,193,90.8,153.6,1.5,53.1,11.1
2026-06-21,New Delhi,219,99.0,164.4,1.77,60.7,12.7
2026-06-22,New Delhi,215,95.9,163.0,1.64,60.6,12.6
2026-06-23,New Delhi,214,99.0,157.7,1.77,56.4,13.6
2026-06-24,New Delhi,217,95.0,158.4,1.66,62.6,12.9
2026-06-25,New Delhi,204,88.4,162.1,1.58,57.2,12.3
2026-06-26,New Delhi,210,92.7,155.7,1.71,58.1,13.4
2026-06-27,New Delhi,200,92.3,141.2,1.56,54.4,11.4
2026-06-28,New Delhi,214,96.0,149.1,1.81,60.3,12.8
2026-06-29,New Delhi,232,107.4,172.5,1.76,66.1,13.4
2026-06-30,New Delhi,222,97.6,164.2,1.71,59.6,13.3
2026-07-01,New Delhi,169,74.6,137.0,1.38,47.3,8.8
2026-07-02,New Delhi,221,108.4,164.8,1.73,62.2,12.5
2026-07-03,New Delhi,220,103.5,161.6,1.73,61.4,12.9
2026-07-04,New Delhi,202,89.7,148.6,1.68,58.9,12.8
2026-07-05,New Delhi,222,100.5,162.1,1.84,62.9,12.7
2026-07-06,New Delhi,204,88.0,142.7,1.65,54.6,11.9
2026-07-07,New Delhi,207,92.6,151.7,1.73,54.9,11.7
2026-07-08,New Delhi,208,91.7,152.7,1.61,58.9,12.6
2026-07-09,New Delhi,211,93.2,154.5,1.68,61.0,13.4
2026-07-10,New Delhi,224,102.3,172.9,1.73,61.3,13.7
2026-07-11,New Delhi,200,91.0,154.9,1.64,53.8,12.0
2026-07-12,New Delhi,200,87.7,141.4,1.61,52.4,12.2
2026-07-13,New Delhi,217,99.2,163.0,1.81,61.4,12.6
2026-07-14,New Delhi,219,104.4,158.8,1.68,62.5,13.0
2026-07-15,New Delhi,102,42.1,66.7,0.74,31.8,6.1
2026-07-16,New Delhi,181,85.0,141.9,1.51,49.8,10.7
2026-07-17,New Delhi,219,102.8,161.5,1.71,62.7,13.7
2026-07-18,New Delhi,214,98.3,161.1,1.7,58.3,12.3
2026-07-19,New Delhi,200,87.1,151.4,1.66,56.4,11.5
2026-07-20,New Delhi,226,102.6,172.0,1.78,65.5,14.1
2026-07-21,New Delhi,213,98.0,165.3,1.68,59.5,12.8
2026-07-22,New Delhi,207,94.5,160.4,1.65,58.6,13.1
2026-07-23,New Delhi,208,94.7,153.2,1.63,58.9,12.6
2026-07-24,New Delhi,158,71.3,120.8,1.35,46.4,9.6
2026-07-25,New Delhi,223,99.5,166.5,1.81,62.6,13.8
2026-07-26,New Delhi,137,61.3,92.7,1.2,37.1,8.3
2026-07-27,New Delhi,201,94.7,159.8,1.59,58.7,12.2
2026-07-28,New Delhi,235,109.1,175.4,1.84,60.5,14.4
2026-07-29,New Delhi,217,99.9,151.0,1.67,61.7,13.9
2026-07-30,New Delhi,148,69.9,105.8,1.19,40.9,9.5
2026-07-31,New Delhi,212,100.4,157.5,1.64,57.3,12.4
2026-08-01,New Delhi,211,93.1,154.1,1.73,52.7,12.4
2026-08-02,New Delhi,188,82.0,142.2,1.49,52.0,11.9
2026-08-03,New Delhi,185,88.7,142.3,1.43,55.7,11.2
2026-08-04,New Delhi,234,104.5,176.9,1.89,65.2,14.7
2026-08-05,New Delhi,176,72.3,136.1,1.36,44.1,10.8
2026-08-06,New Delhi,207,95.2,157.1,1.7,56.8,12.6
2026-08-07,New Delhi,210,98.6,157.7,1.67,58.7,12.0
2026-08-08,New Delhi,212,91.0,161.0,1.7,56.3,12.0
2026-08-09,New Delhi,209,93.0,164.2,1.67,59.6,13.2
2026-08-10,New Delhi,225,101.2,165.2,1.82,61.6,14.4
2026-08-11,New Delhi,215,97.4,163.8,1.73,59.5,13.1
2026-08-12,New Delhi,209,99.9,153.3,1.7,57.0,12.1
2026-08-13,New Delhi,192,87.6,141.3,1.59,54.6,11.6
2026-08-14,New Delhi,107,49.9,76.9,0.78,30.8,5.8
2026-08-15,New Delhi,190,89.4,139.7,1.43,51.3,11.0
2026-08-16,New Delhi,191,81.0,136.6,1.58,52.6,11.6
2026-08-17,New Delhi,207,99.2,148.8,1.67,61.0,12.2
2026-08-18,New Delhi,201,92.8,155.8,1.57,59.2,12.1
2026-08-19,New Delhi,217,102.1,166.6,1.74,59.4,14.4
2026-08-20,New Delhi,213,96.8,162.3,1.73,63.9,12.8
2026-08-21,New Delhi,209,98.7,156.1,1.72,58.9,13.0
2026-08-22,New Delhi,127,55.9,86.0,0.93,31.9,7.6
2026-08-23,New Delhi,184,82.3,138.7,1.51,52.5,11.5
2026-08-24,New Delhi,209,93.1,156.2,1.63,59.0,11.7
