Date,City,District,Crime_Category,Arrest_Status,Case_Status
2026-06-29,New Delhi,District C,Theft,Not Arrested,Active
2026-06-29,New Delhi,District C,Assault,Arrested,Solved
2026-06-29,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-29,New Delhi,District A,Assault,Arrested,Solved
2026-06-29,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-29,New Delhi,District B,Vandalism,Not Arrested,Active
2026-06-29,New Delhi,District D,Theft,Not Arrested,Active
2026-06-29,New Delhi,District D,Burglary,Not Arrested,Active
2026-06-29,New Delhi,District C,Vandalism,Not Arrested,Active
2026-06-29,New Delhi,District A,Assault,Not Arrested,Active
2026-06-29,New Delhi,District A,Vandalism,Not Arrested,Active
2026-06-29,New Delhi,District A,Burglary,Not Arrested,Active
2026-06-29,New Delhi,District D,Theft,Not Arrested,Active
2026-06-29,New Delhi,District A,Assault,Arrested,Solved
2026-06-30,New Delhi,District A,Theft,Not Arrested,Solved
2026-06-30,New Delhi,District B,Assault,Arrested,Solved
2026-06-30,New Delhi,District A,Theft,Arrested,Solved
2026-06-30,New Delhi,District A,Theft,Not Arrested,Active
2026-06-30,New Delhi,District B,Burglary,Arrested,Solved
2026-06-30,New Delhi,District A,Theft,Not Arrested,Active
2026-06-30,New Delhi,District A,Assault,Arrested,Solved
2026-06-30,New Delhi,District A,Assault,Arrested,Solved
2026-06-30,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-06-30,New Delhi,District A,Vandalism,Not Arrested,Solved
2026-06-30,New Delhi,District A,Vandalism,Arrested,Solved
2026-06-30,New Delhi,District C,Burglary,Arrested,Solved
2026-07-01,New Delhi,District C,Assault,Arrested,Solved
2026-07-01,New Delhi,District C,Theft,Not Arrested,Active
2026-07-01,New Delhi,District D,Theft,Not Arrested,Solved
2026-07-01,New Delhi,District C,Vandalism,Not Arrested,Active
2026-07-01,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-01,New Delhi,District C,Vandalism,Not Arrested,Active
2026-07-01,New Delhi,District A,Assault,Arrested,Solved
2026-07-01,New Delhi,District A,Theft,Not Arrested,Active
2026-07-01,New Delhi,District D,Vandalism,Arrested,Solved
2026-07-01,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-01,New Delhi,District A,Assault,Arrested,Solved
2026-07-02,New Delhi,District A,Theft,Not Arrested,Active
2026-07-02,New Delhi,District D,Theft,Not Arrested,Active
2026-07-02,New Delhi,District A,Theft,Not Arrested,Active
2026-07-02,New Delhi,District C,Burglary,Not Arrested,Active
2026-07-02,New Delhi,District B,Assault,Arrested,Solved
2026-07-02,New Delhi,District B,Theft,Not Arrested,Active
2026-07-02,New Delhi,District B,Theft,Not Arrested,Active
2026-07-02,New Delhi,District A,Assault,Arrested,Solved
2026-07-02,New Delhi,District C,Theft,Not Arrested,Active
2026-07-02,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-07-02,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-02,New Delhi,District D,Theft,Not Arrested,Active
2026-07-03,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-03,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-03,New Delhi,District A,Assault,Not Arrested,Active
2026-07-03,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-03,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-07-03,New Delhi,District B,Theft,Not Arrested,Active
2026-07-03,New Delhi,District D,Theft,Not Arrested,Active
2026-07-03,New Delhi,District B,Theft,Not Arrested,Active
2026-07-03,New Delhi,District A,Theft,Not Arrested,Active
2026-07-03,New Delhi,District D,Vandalism,Not Arrested,Active
2026-07-03,New Delhi,District B,Assault,Arrested,Solved
2026-07-03,New Delhi,District D,Burglary,Not Arrested,Active
2026-07-03,New Delhi,District B,Assault,Arrested,Solved
2026-07-03,New Delhi,District B,Theft,Not Arrested,Active
2026-07-03,New Delhi,District A,Assault,Arrested,Solved
2026-07-03,New Delhi,District B,Burglary,Arrested,Solved
2026-07-03,New Delhi,District C,Theft,Not Arrested,Active
2026-07-03,New Delhi,District D,Theft,Not Arrested,Active
2026-07-03,New Delhi,District B,Theft,Not Arrested,Active
2026-07-03,New Delhi,District B,Burglary,Not Arrested,Active
2026-07-04,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-07-04,New Delhi,District B,Theft,Arrested,Solved
2026-07-04,New Delhi,District B,Assault,Arrested,Solved
2026-07-04,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-07-04,New Delhi,District A,Assault,Arrested,Solved
2026-07-04,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-04,New Delhi,District D,Burglary,Not Arrested,Active
2026-07-04,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-04,New Delhi,District B,Theft,Not Arrested,Active
2026-07-04,New Delhi,District A,Assault,Arrested,Solved
2026-07-04,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-04,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-04,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-04,New Delhi,District B,Burglary,Not Arrested,Active
2026-07-04,New Delhi,District C,Burglary,Not Arrested,Solved
2026-07-04,New Delhi,District A,Theft,Not Arrested,Active
2026-07-04,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-04,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-04,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-04,New Delhi,District A,Theft,Not Arrested,Active
2026-07-04,New Delhi,District A,Theft,Not Arrested,Solved
2026-07-05,New Delhi,District C,Burglary,Not Arrested,Active
2026-07-05,New Delhi,District A,Assault,Arrested,Solved
2026-07-05,New Delhi,District B,Assault,Not Arrested,Active
2026-07-05,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-07-05,New Delhi,District C,Vandalism,Arrested,Solved
2026-07-05,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-07-05,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-05,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-05,New Delhi,District A,Theft,Not Arrested,Active
2026-07-05,New Delhi,District D,Theft,Not Arrested,Active
2026-07-06,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-06,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-06,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-06,New Delhi,District A,Vandalism,Arrested,Solved
2026-07-06,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-07-06,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-06,New Delhi,District B,Assault,Not Arrested,Solved
2026-07-06,New Delhi,District A,Theft,Not Arrested,Active
2026-07-06,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-06,New Delhi,District A,Theft,Arrested,Solved
2026-07-06,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-06,New Delhi,District A,Theft,Not Arrested,Active
2026-07-06,New Delhi,District C,Theft,Not Arrested,Active
2026-07-06,New Delhi,District B,Theft,Not Arrested,Active
2026-07-06,New Delhi,District B,Vandalism,Arrested,Solved
2026-07-07,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-07,New Delhi,District C,Theft,Not Arrested,Active
2026-07-07,New Delhi,District B,Theft,Not Arrested,Active
2026-07-07,New Delhi,District C,Theft,Arrested,Solved
2026-07-07,New Delhi,District D,Theft,Not Arrested,Active
2026-07-07,New Delhi,District A,Vandalism,Not Arrested,Solved
2026-07-07,New Delhi,District D,Vandalism,Not Arrested,Active
2026-07-07,New Delhi,District A,Theft,Not Arrested,Active
2026-07-07,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-07,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-07,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-07-07,New Delhi,District A,Burglary,Not Arrested,Solved
2026-07-07,New Delhi,District A,Assault,Arrested,Solved
2026-07-07,New Delhi,District C,Theft,Not Arrested,Active
2026-07-07,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-08,New Delhi,District C,Burglary,Not Arrested,Active
2026-07-08,New Delhi,District D,Theft,Not Arrested,Solved
2026-07-08,New Delhi,District A,Theft,Not Arrested,Active
2026-07-08,New Delhi,District A,Vandalism,Arrested,Solved
2026-07-08,New Delhi,District A,Assault,Arrested,Solved
2026-07-08,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-07-08,New Delhi,District B,Theft,Not Arrested,Active
2026-07-08,New Delhi,District B,Theft,Not Arrested,Active
2026-07-08,New Delhi,District A,Assault,Arrested,Solved
2026-07-08,New Delhi,District B,Theft,Not Arrested,Active
2026-07-09,New Delhi,District A,Traffic Violation,Not Arrested,Active
2026-07-09,New Delhi,District A,Theft,Not Arrested,Active
2026-07-09,New Delhi,District C,Burglary,Not Arrested,Active
2026-07-09,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-09,New Delhi,District A,Theft,Not Arrested,Active
2026-07-09,New Delhi,District B,Theft,Arrested,Solved
2026-07-09,New Delhi,District A,Theft,Arrested,Solved
2026-07-09,New Delhi,District B,Theft,Not Arrested,Active
2026-07-09,New Delhi,District C,Theft,Not Arrested,Active
2026-07-09,New Delhi,District D,Theft,Arrested,Solved
2026-07-09,New Delhi,District A,Burglary,Arrested,Solved
2026-07-09,New Delhi,District A,Vandalism,Not Arrested,Solved
2026-07-09,New Delhi,District D,Theft,Not Arrested,Active
2026-07-09,New Delhi,District A,Assault,Arrested,Solved
2026-07-09,New Delhi,District A,Assault,Arrested,Solved
2026-07-09,New Delhi,District C,Burglary,Not Arrested,Active
2026-07-09,New Delhi,District B,Assault,Arrested,Solved
2026-07-09,New Delhi,District C,Theft,Not Arrested,Active
2026-07-09,New Delhi,District C,Assault,Arrested,Solved
2026-07-09,New Delhi,District B,Theft,Not Arrested,Active
2026-07-09,New Delhi,District A,Theft,Not Arrested,Active
2026-07-09,New Delhi,District C,Theft,Arrested,Solved
2026-07-09,New Delhi,District D,Burglary,Not Arrested,Active
2026-07-09,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-07-09,New Delhi,District A,Assault,Not Arrested,Solved
2026-07-09,New Delhi,District B,Theft,Not Arrested,Active
2026-07-10,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-10,New Delhi,District B,Theft,Not Arrested,Active
2026-07-10,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-07-10,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-10,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-10,New Delhi,District B,Theft,Not Arrested,Active
2026-07-10,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-10,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-10,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-10,New Delhi,District A,Theft,Not Arrested,Active
2026-07-10,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-07-10,New Delhi,District C,Theft,Not Arrested,Active
2026-07-10,New Delhi,District A,Theft,Not Arrested,Active
2026-07-10,New Delhi,District A,Theft,Arrested,Solved
2026-07-11,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-07-11,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-11,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-11,New Delhi,District A,Assault,Arrested,Solved
2026-07-11,New Delhi,District B,Theft,Not Arrested,Active
2026-07-11,New Delhi,District B,Assault,Not Arrested,Active
2026-07-11,New Delhi,District B,Assault,Not Arrested,Active
2026-07-11,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-11,New Delhi,District C,Theft,Arrested,Solved
2026-07-11,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-11,New Delhi,District A,Assault,Arrested,Solved
2026-07-12,New Delhi,District C,Assault,Arrested,Solved
2026-07-12,New Delhi,District D,Theft,Not Arrested,Active
2026-07-12,New Delhi,District A,Theft,Not Arrested,Active
2026-07-12,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-12,New Delhi,District D,Theft,Not Arrested,Active
2026-07-12,New Delhi,District B,Theft,Not Arrested,Active
2026-07-12,New Delhi,District D,Theft,Not Arrested,Active
2026-07-12,New Delhi,District C,Vandalism,Not Arrested,Active
2026-07-12,New Delhi,District B,Burglary,Not Arrested,Active
2026-07-12,New Delhi,District A,Burglary,Arrested,Solved
2026-07-12,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-12,New Delhi,District B,Assault,Not Arrested,Active
2026-07-12,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-12,New Delhi,District C,Burglary,Arrested,Solved
2026-07-12,New Delhi,District B,Theft,Not Arrested,Solved
2026-07-13,New Delhi,District D,Theft,Not Arrested,Active
2026-07-13,New Delhi,District A,Theft,Arrested,Solved
2026-07-13,New Delhi,District B,Burglary,Not Arrested,Active
2026-07-13,New Delhi,District C,Vandalism,Not Arrested,Active
2026-07-13,New Delhi,District D,Theft,Arrested,Solved
2026-07-13,New Delhi,District A,Assault,Arrested,Solved
2026-07-13,New Delhi,District D,Vandalism,Arrested,Solved
2026-07-13,New Delhi,District D,Theft,Not Arrested,Active
2026-07-13,New Delhi,District A,Burglary,Not Arrested,Solved
2026-07-13,New Delhi,District D,Vandalism,Not Arrested,Active
2026-07-13,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-07-13,New Delhi,District B,Traffic Violation,Arrested,Solved
2026-07-13,New Delhi,District C,Burglary,Not Arrested,Active
2026-07-13,New Delhi,District D,Vandalism,Not Arrested,Active
2026-07-14,New Delhi,District A,Theft,Not Arrested,Active
2026-07-14,New Delhi,District A,Theft,Not Arrested,Solved
2026-07-14,New Delhi,District B,Theft,Not Arrested,Active
2026-07-14,New Delhi,District B,Vandalism,Arrested,Solved
2026-07-14,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-14,New Delhi,District A,Theft,Arrested,Solved
2026-07-14,New Delhi,District C,Assault,Arrested,Solved
2026-07-14,New Delhi,District B,Assault,Not Arrested,Solved
2026-07-14,New Delhi,District C,Traffic Violation,Arrested,Solved
2026-07-14,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-14,New Delhi,District C,Theft,Not Arrested,Active
2026-07-15,New Delhi,District A,Theft,Not Arrested,Active
2026-07-15,New Delhi,District C,Theft,Not Arrested,Active
2026-07-15,New Delhi,District C,Theft,Not Arrested,Active
2026-07-15,New Delhi,District A,Assault,Arrested,Solved
2026-07-15,New Delhi,District B,Vandalism,Arrested,Solved
2026-07-15,New Delhi,District A,Theft,Not Arrested,Active
2026-07-15,New Delhi,District A,Theft,Not Arrested,Active
2026-07-15,New Delhi,District B,Assault,Not Arrested,Active
2026-07-15,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-15,New Delhi,District C,Theft,Not Arrested,Active
2026-07-15,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-15,New Delhi,District A,Theft,Not Arrested,Active
2026-07-15,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-07-15,New Delhi,District A,Vandalism,Arrested,Solved
2026-07-15,New Delhi,District B,Theft,Not Arrested,Active
2026-07-15,New Delhi,District A,Theft,Arrested,Solved
2026-07-16,New Delhi,District C,Theft,Not Arrested,Active
2026-07-16,New Delhi,District B,Assault,Not Arrested,Active
2026-07-16,New Delhi,District A,Theft,Not Arrested,Active
2026-07-16,New Delhi,District B,Burglary,Arrested,Solved
2026-07-16,New Delhi,District B,Burglary,Arrested,Solved
2026-07-16,New Delhi,District A,Traffic Violation,Arrested,Solved
2026-07-16,New Delhi,District B,Theft,Not Arrested,Active
2026-07-16,New Delhi,District B,Theft,Not Arrested,Active
2026-07-16,New Delhi,District B,Theft,Not Arrested,Active
2026-07-17,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-17,New Delhi,District A,Assault,Not Arrested,Active
2026-07-17,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-17,New Delhi,District D,Assault,Not Arrested,Active
2026-07-17,New Delhi,District D,Vandalism,Not Arrested,Active
2026-07-17,New Delhi,District A,Theft,Not Arrested,Active
2026-07-17,New Delhi,District A,Assault,Not Arrested,Active
2026-07-17,New Delhi,District D,Theft,Not Arrested,Solved
2026-07-17,New Delhi,District C,Theft,Not Arrested,Active
2026-07-17,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-17,New Delhi,District C,Burglary,Not Arrested,Active
2026-07-17,New Delhi,District D,Traffic Violation,Arrested,Solved
2026-07-17,New Delhi,District C,Assault,Arrested,Solved
2026-07-18,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-18,New Delhi,District D,Theft,Not Arrested,Active
2026-07-18,New Delhi,District A,Assault,Arrested,Solved
2026-07-18,New Delhi,District B,Theft,Not Arrested,Active
2026-07-18,New Delhi,District C,Theft,Not Arrested,Active
2026-07-18,New Delhi,District A,Theft,Not Arrested,Active
2026-07-18,New Delhi,District D,Assault,Arrested,Solved
2026-07-18,New Delhi,District C,Assault,Not Arrested,Active
2026-07-18,New Delhi,District D,Theft,Not Arrested,Active
2026-07-18,New Delhi,District B,Theft,Arrested,Solved
2026-07-18,New Delhi,District B,Theft,Not Arrested,Active
2026-07-18,New Delhi,District B,Theft,Not Arrested,Active
2026-07-18,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-18,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-18,New Delhi,District D,Theft,Not Arrested,Solved
2026-07-18,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-18,New Delhi,District B,Burglary,Not Arrested,Active
2026-07-18,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-19,New Delhi,District B,Vandalism,Not Arrested,Active
2026-07-19,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-19,New Delhi,District A,Burglary,Arrested,Solved
2026-07-19,New Delhi,District B,Burglary,Not Arrested,Active
2026-07-19,New Delhi,District B,Assault,Not Arrested,Active
2026-07-19,New Delhi,District A,Assault,Not Arrested,Active
2026-07-19,New Delhi,District A,Burglary,Arrested,Solved
2026-07-19,New Delhi,District A,Burglary,Not Arrested,Solved
2026-07-19,New Delhi,District A,Assault,Not Arrested,Active
2026-07-19,New Delhi,District A,Burglary,Not Arrested,Active
2026-07-19,New Delhi,District A,Vandalism,Not Arrested,Active
2026-07-19,New Delhi,District A,Theft,Not Arrested,Active
2026-07-20,New Delhi,District C,Vandalism,Arrested,Solved
2026-07-20,New Delhi,District C,Assault,Arrested,Solved
2026-07-20,New Delhi,District B,Burglary,Not Arrested,Active
2026-07-20,New Delhi,District C,Burglary,Arrested,Solved
