Date,City,Daily_Passengers,Bus_Utilization,Metro_Ridership,Average_Delay,Route_Efficiency
2026-07-09,New Delhi,130386,72.3,78231,15.1,81.3
2026-07-10,New Delhi,131501,61.8,78900,13.3,84.6
2026-07-11,New Delhi,70901,59.2,42540,9.8,88.6
2026-07-12,New Delhi,68157,68.5,40894,9.7,81.0
2026-07-13,New Delhi,133109,69.8,79865,16.1,81.7
2026-07-14,New Delhi,127524,57.4,76514,12.4,88.1
2026-07-15,New Delhi,141139,62.6,91740,40.1,63.7
2026-07-16,New Delhi,131344,61.1,85373,22.9,77.7
2026-07-17,New Delhi,135075,66.1,81045,14.3,82.3
2026-07-18,New Delhi,68431,66.1,41058,7.0,88.3
2026-07-19,New Delhi,76058,69.5,45634,8.8,86.0
2026-07-20,New Delhi,137373,66.9,82423,14.3,81.5
2026-07-21,New Delhi,126609,69.3,75965,15.6,85.3
2026-07-22,New Delhi,129042,56.9,77425,13.6,84.1
2026-07-23,New Delhi,130266,73.9,78159,13.2,85.7
2026-07-24,New Delhi,132661,62.6,86229,26.9,72.8
2026-07-25,New Delhi,72055,60.7,43233,9.0,88.3
2026-07-26,New Delhi,72153,58.4,46899,24.4,75.4
2026-07-27,New Delhi,124599,61.6,80989,19.5,85.3
2026-07-28,New Delhi,126024,70.8,75614,14.5,83.8
2026-07-29,New Delhi,128846,69.8,77307,12.0,86.2
2026-07-30,New Delhi,130268,63.2,84674,26.2,77.3
2026-07-31,New Delhi,129124,65.8,77474,13.3,88.0
2026-08-01,New Delhi,70486,73.0,42291,9.6,89.0
2026-08-02,New Delhi,74095,61.8,44457,10.3,86.4
2026-08-03,New Delhi,132398,48.0,86058,18.9,78.6
2026-08-04,New Delhi,132355,56.9,79413,12.2,84.9
2026-08-05,New Delhi,136965,67.4,89027,25.8,75.5
2026-08-06,New Delhi,131704,63.7,79022,13.4,85.3
2026-08-07,New Delhi,129716,66.8,77829,16.9,80.9
2026-08-08,New Delhi,63202,65.6,37921,13.4,88.9
2026-08-09,New Delhi,71972,57.4,43183,9.2,87.3
2026-08-10,New Delhi,125110,70.2,75066,14.1,80.4
2026-08-11,New Delhi,132342,57.5,79405,13.1,86.7
2026-08-12,New Delhi,131527,77.2,78916,12.7,82.6
2026-08-13,New Delhi,136716,61.9,88865,15.3,82.8
2026-08-14,New Delhi,129517,64.8,84186,36.1,64.0
2026-08-15,New Delhi,72938,59.5,43762,7.2,89.0
2026-08-16,New Delhi,68913,53.3,44793,15.4,79.9
2026-08-17,New Delhi,134239,66.4,80543,12.5,85.8
2026-08-18,New Delhi,132192,65.1,79315,14.3,80.7
2026-08-19,New Delhi,130039,56.8,78023,11.9,83.1
2026-08-20,New Delhi,129650,67.2,77790,14.7,84.8
2026-08-21,New Delhi,130071,63.3,78042,14.6,81.1
2026-08-22,New Delhi,69855,62.9,45405,32.1,71.9
2026-08-23,New Delhi,70998,74.4,42598,9.3,90.0
2026-08-24,New Delhi,132685,62.2,79611,14.6,84.2
2026-08-25,New Delhi,125802,63.7,75481,13.4,83.0
2026-08-26,New Delhi,130129,70.0,78077,14.1,82.8
2026-08-27,New Delhi,133060,70.0,79836,17.4,87.2
2026-08-28,New Delhi,128431,58.1,77058,13.3,84.0
2026-08-29,New Delhi,72374,66.8,43424,9.7,85.5
2026-08-30,New Delhi,75625,61.2,45375,8.5,91.0
2026-08-31,New Delhi,138094,62.4,82856,15.2,82.2
2026-09-01,New Delhi,135135,60.3,81081,10.5,88.0
2026-09-02,New Delhi,135828,74.2,81496,15.1,80.9
2026-09-03,New Delhi,135959,71.5,81575,12.9,80.9
2026-09-04,New Delhi,132515,68.8,79509,16.6,82.8
2026-09-05,New Delhi,74412,70.5,44647,10.1,86.3
2026-09-06,New Delhi,79938,63.6,47962,9.7,86.8
2026-09-07,New Delhi,130946,65.8,78567,12.3,83.4
2026-09-08,New Delhi,127030,68.7,76218,13.3,80.8
2026-09-09,New Delhi,130918,61.2,78550,13.7,86.2
2026-09-10,New Delhi,131558,72.8,78934,12.6,86.0
2026-09-11,New Delhi,125335,66.9,75201,14.6,83.4
2026-09-12,New Delhi,73516,61.7,47785,13.1,84.9
2026-09-13,New Delhi,74460,76.5,44676,12.9,83.1
2026-09-14,New Delhi,129327,68.1,77596,15.1,83.7
2026-09-15,New Delhi,129372,66.8,77623,17.1,80.1
2026-09-16,New Delhi,131371,60.1,78822,13.3,84.9
2026-09-17,New Delhi,132210,57.2,79326,14.0,81.4
2026-09-18,New Delhi,137090,64.6,82254,17.0,82.3
2026-09-19,New Delhi,72693,67.0,43615,9.8,84.2
2026-09-20,New Delhi,65629,70.2,39377,8.5,88.4
2026-09-21,New Delhi,125015,58.3,75009,18.5,79.3
2026-09-22,New Delhi,126167,71.6,75700,13.2,85.2
2026-09-23,New Delhi,129409,68.6,77645,16.5,83.8
2026-09-24,New Delhi,125450,61.9,75270,13.5,87.4
2026-09-25,New Delhi,129814,67.4,77888,12.5,82.3
2026-09-26,New Delhi,72332,60.5,43399,7.6,85.5
2026-09-27,New Delhi,66055,70.4,39633,8.1,87.9
2026-09-28,New Delhi,129611,65.9,77766,16.0,81.8
2026-09-29,New Delhi,133529,68.0,80117,12.3,85.8
2026-09-30,New Delhi,128069,64.1,76841,12.6,87.7
2026-10-01,New Delhi,131883,66.2,79129,12.1,87.2
2026-10-02,New Delhi,132323,58.4,79393,11.2,88.0
2026-10-03,New Delhi,72001,68.8,43200,6.8,90.9
2026-10-04,New Delhi,68183,64.3,44318,36.8,64.9
2026-10-05,New Delhi,130461,61.9,78276,17.0,78.8
2026-10-06,New Delhi,129712,63.5,77827,16.1,83.2
2026-10-07,New Delhi,126054,63.3,75632,10.9,88.8
2026-10-08,New Delhi,126963,66.2,76177,12.1,84.6
2026-10-09,New Delhi,124263,71.1,80770,30.7,71.7
2026-10-10,New Delhi,72059,66.8,43235,10.0,87.3
2026-10-11,New Delhi,67078,69.0,40246,6.2,90.7
2026-10-12,New Delhi,127942,71.0,76765,15.0,85.1
2026-10-13,New Delhi,125445,65.2,75267,14.1,84.4
2026-10-14,New Delhi,131603,55.1,85541,16.4,77.8
2026-10-15,New Delhi,126291,64.3,75774,14.5,80.9
2026-10-16,New Delhi,130461,62.4,84799,22.7,72.3
2026-10-17,New Delhi,68988,72.6,41392,7.6,88.4
2026-10-18,New Delhi,74848,68.1,44908,11.0,85.2
2026-10-19,New Delhi,125245,71.0,75147,12.2,87.0
2026-10-20,New Delhi,135120,61.2,81072,13.5,87.4
2026-10-21,New Delhi,133853,67.6,80311,15.1,81.8
2026-10-22,New Delhi,135621,61.2,81372,14.8,83.6
2026-10-23,New Delhi,124162,71.6,74497,15.4,81.9
2026-10-24,New Delhi,70274,66.4,42164,8.9,88.3
2026-10-25,New Delhi,72764,64.6,43658,9.8,86.6
2026-10-26,New Delhi,127409,64.3,76445,16.6,80.2
2026-10-27,New Delhi,129324,57.7,77594,13.3,85.7
2026-10-28,New Delhi,123450,65.5,74070,12.0,86.6
2026-10-29,New Delhi,126237,67.0,75742,16.0,81.3
2026-10-30,New Delhi,133392,56.9,80035,13.5,86.8
2026-10-31,New Delhi,71805,61.6,46673,13.7,85.8
2026-11-01,New Delhi,77173,49.2,50162,15.0,77.2
2026-11-02,New Delhi,133271,71.7,79962,13.5,85.2
2026-11-03,New Delhi,127220,71.7,76332,15.4,82.6
2026-11-04,New Delhi,126129,64.3,75677,17.5,82.3
2026-11-05,New Delhi,132066,64.6,79239,12.2,84.5
2026-11-06,New Delhi,128992,64.3,77395,12.5,86.5
2026-11-07,New Delhi,68151,66.9,40890,9.9,87.1
2026-11-08,New Delhi,72928,60.4,43756,11.8,86.8
2026-11-09,New Delhi,136872,68.5,82123,11.8,81.9
2026-11-10,New Delhi,131110,67.6,78666,13.0,89.1
2026-11-11,New Delhi,132305,62.2,79383,14.7,85.1
2026-11-12,New Delhi,136191,70.3,81714,16.7,82.8
2026-11-13,New Delhi,132431,62.0,79458,14.4,86.9
2026-11-14,New Delhi,64336,62.2,38601,10.1,87.1
2026-11-15,New Delhi,74952,62.3,44971,6.1,86.7
2026-11-16,New Delhi,131887,64.4,79132,17.9,79.1
2026-11-17,New Delhi,123266,74.5,73959,15.7,81.3
2026-11-18,New Delhi,139884,62.7,83930,17.0,80.3
2026-11-19,New Delhi,133730,63.7,80238,14.5,82.4
2026-11-20,New Delhi,123313,69.6,73987,11.7,85.5
2026-11-21,New Delhi,76565,77.4,45939,10.8,81.9
2026-11-22,New Delhi,72166,54.7,46907,11.9,87.3
2026-11-23,New Delhi,132083,56.4,79249,11.9,86.5
2026-11-24,New Delhi,133358,55.0,86682,23.3,76.2
2026-11-25,New Delhi,128076,65.7,76845,13.6,81.9
2026-11-26,New Delhi,130060,65.8,78036,14.4,85.9
2026-11-27,New Delhi,131815,59.1,79089,11.5,83.8
2026-11-28,New Delhi,69810,64.3,41886,8.1,89.5
2026-11-29,New Delhi,63477,66.5,38086,10.8,91.7
2026-11-30,New Delhi,130697,71.3,78418,14.4,84.1
2026-12-01,New Delhi,129877,67.7,77926,14.1,89.0
2026-12-02,New Delhi,127238,70.3,76342,15.4,79.0
2026-12-03,New Delhi,132288,67.7,79372,16.3,79.2
2026-12-04,New Delhi,130222,73.1,78133,12.9,86.1
2026-12-05,New Delhi,76715,69.2,46029,7.4,88.3
2026-12-06,New Delhi,74765,72.5,44859,7.4,91.1
2026-12-07,New Delhi,129928,61.4,77956,13.7,81.1
2026-12-08,New Delhi,134336,63.6,80601,14.1,85.8
2026-12-09,New Delhi,130451,67.3,78270,16.1,83.6
2026-12-10,New Delhi,130089,64.7,78053,11.7,82.4
2026-12-11,New Delhi,136353,53.2,81811,12.4,84.2
2026-12-12,New Delhi,66803,65.0,40081,10.9,88.7
2026-12-13,New Delhi,75014,58.3,45008,10.4,87.6
2026-12-14,New Delhi,126224,60.4,75734,13.2,85.6
2026-12-15,New Delhi,122437,63.9,73462,14.9,79.4
2026-12-16,New Delhi,125364,66.1,75218,11.6,84.6
2026-12-17,New Delhi,132860,68.5,79716,14.8,83.3
2026-12-18,New Delhi,129851,65.7,77910,15.3,84.6
2026-12-19,New Delhi,69557,63.0,41734,11.9,86.5
2026-12-20,New Delhi,68287,63.7,40972,11.3,82.9
2026-12-21,New Delhi,130951,62.7,78570,15.9,81.0
2026-12-22,New Delhi,123012,60.4,73807,14.7,77.7
2026-12-23,New Delhi,129264,57.6,77558,12.9,85.5
2026-12-24,New Delhi,131322,65.1,78793,13.6,83.5
2026-12-25,New Delhi,136450,60.7,81870,12.8,86.6
2026-12-26,New Delhi,69091,73.1,41454,8.8,85.4
2026-12-27,New Delhi,72430,58.1,43458,7.6,86.6
2026-12-28,New Delhi,126276,61.7,75765,13.1,81.6
2026-12-29,New Delhi,129805,70.5,77883,16.1,84.0
2026-12-30,New Delhi,133119,65.0,79871,15.5,82.8
2026-12-31,New Delhi,129448,65.5,77668,8.6,89.5
